5,14,219
5,15,200
5,38,200
5,35,221
5,13,264
5,13,243
5,36,243
5,35,263
5,11,308
5,11,287
5,34,288
5,33,308
5,10,333
5,31,332
5,8,354
5,30,354
5,6,378
5,6,399
5,28,400
5,29,377
5,2,448
5,3,425
5,26,425
5,25,446
5,52,445
5,73,446
5,74,424
5,51,424
5,53,398
5,75,399
5,76,378
5,54,377
5,56,353
5,77,353
5,78,332
5,56,332
5,61,201
5,83,200
5,60,220
5,81,220
5,59,243
5,80,244
5,59,263
5,80,264
5,58,308
5,78,308
5,79,287
5,57,287
5,105,220
5,126,221
5,127,201
5,106,200
5,104,244
5,126,244
5,105,264
5,126,264
5,104,288
5,126,287
5,104,307
5,124,308
5,102,331
5,124,331
5,102,353
5,123,353
5,101,377
5,122,376
5,100,398
5,122,399
5,99,423
5,121,422
5,98,445
5,121,444
5,144,444
5,166,444
5,167,422
5,145,422
5,146,398
5,166,398
5,168,376
5,145,377
5,147,353
5,168,353
5,169,332
5,147,331
5,148,307
5,169,308
5,148,287
5,169,288
5,149,264
5,170,264
5,170,243
5,150,244
5,150,220
5,150,201
5,171,201
5,171,220
5,193,201
5,215,201
5,193,221
5,215,222
5,193,244
5,214,244
5,193,264
5,214,264
5,193,288
5,214,287
5,193,308
5,214,309
5,192,331
5,214,331
5,191,353
5,214,353
5,191,376
5,213,376
5,191,398
5,212,398
5,190,421
5,212,421
5,212,443
5,190,444
5,235,443
5,257,443
5,258,421
5,235,421
5,236,398
5,257,397
5,258,375
5,236,375
5,236,352
5,257,352
5,258,331
5,237,331
5,237,308
5,258,308
5,258,287
5,237,287
5,237,265
5,257,264
5,258,244
5,237,244
5,237,221
5,258,222
5,258,201
5,238,202
5,280,201
5,302,201
5,281,221
5,302,222
5,281,244
5,302,244
5,281,264
5,302,264
5,281,287
5,302,287
5,281,308
5,302,309
5,281,331
5,302,331
5,281,352
5,302,352
5,281,376
5,302,375
5,280,397
5,302,397
5,280,420
5,302,420
5,280,442
5,302,442
5,324,442
5,347,442
5,347,419
5,325,420
5,325,396
5,346,396
5,346,375
5,325,375
5,325,352
5,346,352
5,345,331
5,325,330
5,324,308
5,345,308
5,324,288
5,345,287
5,345,265
5,324,265
5,324,244
5,345,244
5,324,221
5,344,222
5,324,202
5,344,201
5,366,202
5,387,202
5,408,202
5,429,202
5,430,222
5,409,223
5,388,222
5,366,223
5,367,244
5,388,244
5,367,264
5,388,265
5,368,287
5,389,287
5,368,309
5,389,308
5,368,331
5,389,330
5,368,351
5,389,352
5,368,375
5,390,375
5,369,396
5,390,397
5,369,420
5,391,419
5,370,442
5,391,441
5,413,441
5,434,440
5,434,418
5,413,419
5,412,396
5,433,395
5,433,374
5,412,375
5,411,351
5,432,351
5,432,330
5,411,330
5,410,308
5,431,308
5,431,287
5,410,288
5,409,264
5,430,264
5,429,244
5,410,244
