7,9,106
7,32,106
7,8,125
7,31,125
7,9,150
7,31,150
7,8,169
7,30,170
7,6,194
7,30,193
7,7,213
7,29,214
7,6,238
7,28,238
7,5,258
7,28,259
7,4,283
7,26,283
7,2,304
7,25,304
7,1,329
7,0,350
7,22,351
7,23,329
7,48,351
7,70,351
7,71,328
7,49,329
7,50,304
7,71,304
7,73,283
7,51,283
7,52,259
7,74,258
7,75,238
7,53,238
7,53,214
7,76,214
7,77,193
7,54,193
7,76,170
7,56,170
7,56,150
7,78,150
7,56,126
7,78,127
7,57,105
7,79,107
7,102,127
7,123,127
7,103,107
7,123,108
7,101,171
7,122,171
7,122,151
7,101,152
7,100,195
7,122,194
7,122,214
7,100,214
7,98,259
7,120,259
7,121,239
7,98,238
7,119,283
7,96,283
7,97,304
7,119,305
7,96,328
7,118,328
7,95,350
7,117,350
7,141,350
7,164,349
7,165,328
7,142,328
7,164,304
7,142,303
7,165,283
7,144,283
7,165,259
7,144,259
7,166,239
7,145,239
7,166,215
7,145,214
7,145,194
7,166,194
7,146,170
7,168,171
7,167,151
7,147,151
7,147,128
7,168,128
7,147,109
7,168,107
7,192,128
7,212,128
7,191,109
7,213,109
7,191,151
7,212,151
7,191,172
7,212,172
7,190,195
7,212,195
7,212,215
7,190,216
7,189,239
7,210,239
7,211,260
7,188,260
7,188,283
7,211,283
7,210,305
7,188,305
7,188,329
7,210,329
7,210,350
7,187,351
7,233,350
7,255,351
7,255,328
7,233,328
7,255,305
7,233,305
7,233,283
7,255,283
7,256,259
7,234,260
7,234,239
7,256,239
7,256,216
7,235,216
7,235,195
7,256,195
7,257,109
7,236,110
7,236,130
7,256,130
7,235,152
7,235,172
7,256,172
7,256,152
7,279,129
7,301,130
7,301,110
7,279,110
7,279,153
7,279,173
7,300,172
7,301,152
7,279,196
7,279,217
7,300,216
7,301,195
7,279,260
7,300,260
7,301,239
7,278,240
7,300,304
7,300,283
7,279,284
7,278,305
7,279,350
7,300,350
7,279,329
7,300,329
7,323,350
7,345,350
7,346,328
7,323,329
7,323,305
7,344,305
7,345,283
7,323,284
7,345,261
7,323,261
7,322,239
7,345,239
7,323,216
7,344,217
7,344,196
7,323,196
7,323,110
7,344,111
7,323,130
7,344,130
7,323,153
7,344,153
7,323,173
7,343,173
7,366,131
7,387,131
7,387,112
7,367,111
7,409,132
7,430,132
7,430,113
7,409,112
7,429,154
7,409,154
7,387,154
7,366,153
7,366,174
7,386,174
7,409,174
7,429,175
7,367,196
7,367,218
7,388,217
7,388,196
7,410,218
7,431,218
7,431,196
7,410,197
7,432,240
7,433,261
7,411,260
7,411,241
7,388,260
7,388,240
7,367,240
7,367,260
7,368,283
7,389,283
7,411,284
7,433,284
7,433,305
7,412,304
7,389,305
7,367,305
7,367,328
7,390,328
7,369,351
7,390,350
7,413,350
7,434,350
7,434,329
7,412,328
